card_a,card_b,co_occurrence,win_rate_together
Skeleton Barrel,Sparky,430,0.4837
Battle Healer,Prince,427,0.4918
Fisherman,Musketeer,427,0.4918
Lava Hound,Royal Recruits,424,0.5189
Barbarian Hut,Inferno Dragon,423,0.5296
Dart Goblin,Golem,420,0.4024
Freeze,Goblin Cage,419,0.537
Giant Skeleton,Skeleton King,419,0.5442
Battle Healer,Zappies,417,0.5156
Goblin Drill,Royal Recruits,411,0.4818
Earthquake,Goblin Drill,411,0.4623
Balloon,Goblin Drill,411,0.4818
Goblin Cage,Monk,411,0.5328
Electro Giant,Princess,407,0.4865
Giant Snowball,Royal Recruits,405,0.5185
Ice Golem,Night Witch,405,0.4914
Heal Spirit,Ice Wizard,404,0.4728
Goblin Hut,Heal Spirit,404,0.4728
Archer,Ice Golem,401,0.4938
Goblin Drill,Prince,399,0.5664
Executioner,Wall Breakers,399,0.5664
Cannon Cart,Elixir Golem,398,0.4724
Electro Dragon,Goblin Hut,398,0.4724
Elixir Golem,Ice Wizard,397,0.4912
Battle Ram,Miner,397,0.5264
Mortar,Royal Ghost,394,0.5939
Mortar,Three Musketeers,394,0.5939
Barbarian,X-Bow,390,0.5077
Archer Queen,Ice Golem,390,0.5077
Cannon,Fisherman,385,0.4961
Giant Skeleton,Monk,385,0.4286
Inferno Dragon,Three Musketeers,384,0.4766
Goblin Drill,Guard,383,0.4804
Dart Goblin,Heal Spirit,383,0.5274
Electro Spirit,Heal Spirit,382,0.5079
Heal Spirit,P.E.K.K.A,382,0.5079
Giant Snowball,Witch,381,0.4488
Elixir Golem,Royal Hogs,376,0.4787
Furnace,Lava Hound,376,0.4867
Bandit,Elixir Golem,376,0.4787
Elixir Golem,Golden Knight,376,0.4787
Battle Ram,Ice Wizard,376,0.4947
Hunter,Princess,374,0.5348
Bomber,Heal Spirit,374,0.516
Fire Spirit,Hunter,372,0.5269
Heal Spirit,Royal Giant,370,0.5432
Heal Spirit,Tombstone,370,0.5
Electro Giant,Miner,369,0.4282
Fire Spirit,Golem,368,0.5598
Fire Spirit,Sparky,368,0.5598
Golem,Sparky,368,0.5598
Rocket,Skeleton King,365,0.5233
Poison,Sparky,365,0.4493
Barbarian Hut,Mega Minion,364,0.4863
Fire Spirit,Mighty Miner,361,0.5291
Bowler,Goblin Giant,361,0.4737
Lumberjack,Wall Breakers,360,0.5194
Miner,Sparky,358,0.433
Bomber,Cannon Cart,358,0.5559
Giant Snowball,Tombstone,357,0.4314
Goblin Cage,Mighty Miner,356,0.4944
Battle Healer,Rocket,356,0.4831
Battle Healer,Tombstone,355,0.5211
Elixir Golem,Tombstone,355,0.5211
Earthquake,Freeze,353,0.6034
Balloon,Barbarian Hut,352,0.4716
Goblin Drill,Royal Delivery,351,0.4986
Goblin Drill,Mortar,351,0.4986
Goblin Giant,Royal Delivery,350,0.5886
Giant,Goblin Drill,349,0.4585
Elite Barbarian,Skeleton King,349,0.5244
Electro Dragon,Zappies,348,0.4856
Archer Queen,Goblin Hut,345,0.5217
Furnace,Royal Delivery,344,0.5058
Elixir Collector,Executioner,344,0.5058
Elixir Golem,Goblin Giant,344,0.5407
Ice Wizard,Lava Hound,343,0.4956
Bomber,Hunter,343,0.4694
Giant Skeleton,Royal Recruits,343,0.551
Earthquake,Golem,342,0.5731
Freeze,Goblin Giant,342,0.4912
Cannon Cart,Goblin Giant,342,0.4912
Cannon Cart,Witch,342,0.4912
Princess,Tesla,342,0.5205
Goblin Giant,Inferno Tower,341,0.4809
Lightning,Wall Breakers,341,0.4927
Bomb Tower,Freeze,341,0.5044
Battle Healer,Dart Goblin,341,0.4692
Electro Giant,Three Musketeers,336,0.5327
Bomb Tower,Lava Hound,336,0.5298
Graveyard,Lava Hound,336,0.5298
Lava Hound,The Log,336,0.5298
Lava Hound,Spear Goblin,336,0.5298
Ice Golem,P.E.K.K.A,335,0.4716
Battle Healer,Inferno Tower,335,0.4985
Cannon,Royal Recruits,334,0.5419
Cannon,Elixir Collector,334,0.494
Minion,X-Bow,333,0.4444
Poison,X-Bow,333,0.4444
Fire Spirit,Golden Knight,333,0.4835
X-Bow,Zappies,333,0.4444
Royal Hogs,X-Bow,333,0.4444
Giant Snowball,Goblin Drill,333,0.6036
Royal Recruits,X-Bow,333,0.4444
Archer,Barbarian Hut,330,0.4515
Barbarian,Goblin Drill,330,0.5515
Goblin Giant,P.E.K.K.A,328,0.4299
Mortar,Royal Hogs,328,0.5366
Mortar,Royal Recruits,328,0.5366
Guard,X-Bow,327,0.5076
Hog Rider,X-Bow,327,0.4159
P.E.K.K.A,X-Bow,327,0.4159
Bomber,Royal Delivery,325,0.5138
Electro Wizard,X-Bow,324,0.4475
X-Bow,Zap,324,0.4475
Ice Golem,Inferno Tower,324,0.5154
Ice Spirit,Princess,324,0.4475
Golden Knight,Royal Delivery,321,0.4517
Goblins,Sparky,319,0.4608
Battle Healer,Tesla,319,0.5674
Inferno Tower,Tesla,318,0.5252
Bomb Tower,Tesla,318,0.5252
Bomb Tower,Furnace,318,0.5252
Golden Knight,Ice Golem,316,0.4462
Goblin Drill,Lightning,316,0.4525
Graveyard,Ice Golem,316,0.5158
Ice Golem,Zappies,316,0.5158
Furnace,Ice Golem,316,0.5158
Mortar,Wizard,316,0.481
Musketeer,Zappies,316,0.5158
Furnace,X-Bow,315,0.4444
Lightning,X-Bow,315,0.4444
Barbarian Hut,Tesla,315,0.4444
Barbarian Hut,Sparky,315,0.4444
Barbarian Hut,X-Bow,315,0.4444
Royal Delivery,Royal Recruits,315,0.5238
Electro Dragon,Ice Spirit,314,0.5287
Mighty Miner,Night Witch,313,0.4728
Bat,X-Bow,312,0.5
Graveyard,Princess,311,0.508
Golden Knight,Ice Wizard,311,0.4727
Mighty Miner,Princess,311,0.508
Furnace,Wall Breakers,311,0.5177
P.E.K.K.A,Skeleton King,311,0.5338
Balloon,Royal Delivery,310,0.5226
Mortar,Wall Breakers,310,0.5871
Freeze,Goblin Drill,310,0.5452
Golem,Heal Spirit,310,0.5065
Knight,Monk,310,0.5226
Rage,Royal Delivery,310,0.5226
Archer Queen,Ice Wizard,309,0.4595
Archer Queen,Spear Goblin,308,0.5097
Electro Giant,Heal Spirit,308,0.4838
Bomb Tower,P.E.K.K.A,308,0.4091
Giant Snowball,P.E.K.K.A,308,0.4481
Flying Machine,Graveyard,305,0.4918
Graveyard,Lightning,305,0.4918
Electro Spirit,Elixir Golem,304,0.5099
Battle Healer,Electro Spirit,304,0.5099
Electro Dragon,Electro Spirit,304,0.5099
Battle Healer,Guard,303,0.5875
Phoenix,Princess,303,0.5347
Fire Spirit,Phoenix,303,0.5875
Battle Ram,Witch,302,0.4702
Battle Ram,Goblin Hut,302,0.4702
Tesla,Zappies,301,0.5282
Bandit,Electro Spirit,300,0.58
Earthquake,Prince,299,0.4916
Giant Skeleton,Giant Snowball,299,0.5552
Cannon,X-Bow,299,0.5518
Bowler,Royal Recruits,297,0.4714
Ice Spirit,Royal Ghost,297,0.3603
Archer,Royal Delivery,296,0.4932
Elixir Golem,Mortar,296,0.4527
Battle Ram,Royal Delivery,296,0.4932
Archer,Battle Ram,296,0.4932
Royal Delivery,Zappies,295,0.5254
Elixir Collector,Magic Archer,295,0.5729
Barbarian Hut,Miner,295,0.5085
Night Witch,Royal Delivery,295,0.5254
Fisherman,Rocket,295,0.522
Bomber,Mortar,294,0.5068
Ice Spirit,Zappies,294,0.5952
Goblin Cage,Ice Spirit,294,0.5952
Bomb Tower,Royal Giant,294,0.4898
Mortar,Phoenix,294,0.5068
Giant Snowball,Golem,294,0.5986
Goblin Giant,Royal Hogs,293,0.5119
Goblin Drill,Tombstone,293,0.4846
Bomb Tower,Fisherman,293,0.5119
Archer,Magic Archer,293,0.5119
Electro Dragon,Royal Giant,293,0.5324
Golden Knight,Tombstone,292,0.4658
Goblin Cage,Princess,292,0.5308
Goblin Hut,Tombstone,292,0.5377
Goblin Drill,Inferno Dragon,292,0.524
Baby Dragon,Cannon,292,0.5856
Lava Hound,Lumberjack,291,0.5017
Goblin Drill,Sparky,291,0.5395
Cannon,Elixir Golem,290,0.5448
Hunter,Spear Goblin,289,0.5017
Cannon Cart,Poison,289,0.5017
Cannon Cart,Spear Goblin,289,0.5017
Bomb Tower,Elixir Collector,288,0.4236
Elixir Golem,Furnace,288,0.5243
Barbarian Hut,Elite Barbarian,287,0.5192
Bowler,Skeleton King,286,0.6259
Lightning,Rocket,286,0.4056
Archer,Skeleton King,286,0.6259
Ice Spirit,Skeleton Barrel,286,0.4545
Battle Ram,Rocket,285,0.5298
Bomb Tower,Dart Goblin,284,0.5211
Dart Goblin,Graveyard,284,0.4331
Battle Healer,Goblin Giant,284,0.5211
Bomber,Skeleton King,284,0.5528
Royal Giant,Royal Hogs,284,0.5387
Giant,Royal Recruits,284,0.5246
Electro Giant,Graveyard,284,0.4331
Battle Ram,Zappies,283,0.4276
Battle Healer,Goblin Cage,283,0.4488
Cannon,Magic Archer,283,0.4452
Elixir Golem,Goblin Cage,283,0.4488
Battle Ram,Guard,283,0.5406
Battle Ram,Giant Snowball,283,0.5159
Balloon,Battle Ram,283,0.4276
Giant Snowball,Golden Knight,283,0.5159
Cannon Cart,Ice Wizard,282,0.5426
Battle Healer,Miner,282,0.5213
Cannon Cart,Skeleton,282,0.5426
Baby Dragon,Ice Spirit,282,0.5319
Executioner,Royal Delivery,281,0.5445
Electro Spirit,Spear Goblin,281,0.4591
Bomber,Princess,281,0.5125
Phoenix,Spear Goblin,281,0.4591
Battle Ram,Giant Skeleton,279,0.5269
Bomb Tower,Princess,279,0.5305
Inferno Tower,Mortar,279,0.638
Cannon Cart,Minion,279,0.5269
Baby Dragon,Royal Delivery,278,0.5
Giant Snowball,Heal Spirit,277,0.5993
Mega Minion,Wall Breakers,277,0.4729
Bowler,Sparky,277,0.5235
Bandit,Electro Dragon,277,0.4729
Freeze,Royal Ghost,276,0.4601
Baby Dragon,Goblin Drill,276,0.5725
Guard,Skeleton King,276,0.5181
Battle Healer,Goblins,275,0.4364
Electro Dragon,Giant,275,0.4836
Earthquake,Rocket,275,0.5418
Battle Healer,Freeze,275,0.4436
Giant Skeleton,Golden Knight,274,0.4343
Cannon,Zappies,274,0.5
Hunter,Mighty Miner,274,0.5036
Cannon Cart,Royal Hogs,274,0.646
Giant,Goblin Cage,274,0.5401
Goblin Giant,Tombstone,273,0.5165
Bowler,Goblin Drill,273,0.4579
Golden Knight,Magic Archer,273,0.4799
Guard,Ice Golem,273,0.5641
Dart Goblin,Sparky,273,0.4908
Earthquake,Golden Knight,273,0.4908
Hunter,Tesla,273,0.4835
Bomb Tower,Dark Prince,273,0.4872
Bomb Tower,Tombstone,273,0.4872
Monk,Prince,273,0.4872
Balloon,Royal Giant,273,0.4689
Cannon,Graveyard,272,0.4375
Guard,Royal Delivery,272,0.4375
Archer Queen,Three Musketeers,272,0.5074
Cannon,Three Musketeers,272,0.5074
Elixir Collector,Mighty Miner,271,0.5609
Mighty Miner,Three Musketeers,271,0.5609
Dart Goblin,Monk,271,0.5498
Archer,Earthquake,270,0.5481
Archer,Mother Witch,270,0.3704
Phoenix,Royal Delivery,270,0.5556
Giant,Royal Delivery,270,0.5556
Earthquake,Flying Machine,269,0.6059
Cannon Cart,Royal Recruits,269,0.5428
Electro Dragon,Lava Hound,268,0.4478
Baby Dragon,Mortar,268,0.5448
Mega Minion,Monk,268,0.5075
Bomb Tower,Elite Barbarian,268,0.403
Mega Minion,Mighty Miner,268,0.4925
Lightning,Mighty Miner,268,0.4925
Ice Golem,Witch,268,0.4963
Giant,Ice Golem,268,0.4963
Ice Spirit,Skeleton King,267,0.5094
Goblins,Skeleton King,267,0.5094
Goblin Drill,Skeleton King,267,0.5094
Bomb Tower,Skeleton King,267,0.5094
Giant Snowball,Monk,267,0.4569
Archer Queen,Elixir Golem,267,0.6554
Archer Queen,Wizard,267,0.6554
Earthquake,Graveyard,267,0.4794
Electro Spirit,Golden Knight,267,0.4981
Battle Ram,Graveyard,267,0.4794
Mega Knight,X-Bow,266,0.4887
Royal Delivery,Skeleton King,266,0.4925
Princess,Royal Delivery,266,0.4925
Electro Giant,X-Bow,266,0.4887
Dark Prince,X-Bow,266,0.4887
Battle Ram,Mega Minion,265,0.4453
Battle Ram,Tombstone,265,0.4453
Inferno Tower,Royal Ghost,264,0.4242
Archer,Dart Goblin,264,0.4886
Dart Goblin,Elixir Collector,264,0.4886
Graveyard,Lumberjack,263,0.4981
Goblin Hut,Sparky,263,0.5057
Golem,Princess,262,0.5458
Goblin Hut,Hunter,262,0.5191
Giant Snowball,Royal Hogs,262,0.4962
Electro Giant,Freeze,262,0.5382
Monk,Wall Breakers,262,0.5153
Mega Minion,Zappies,262,0.584
Hunter,Royal Delivery,261,0.5441
Magic Archer,Three Musketeers,261,0.4943
Hunter,Inferno Tower,261,0.5441
Cannon Cart,Golden Knight,261,0.4636
Heal Spirit,Skeleton Barrel,260,0.5
Royal Hogs,Spear Goblin,260,0.5
Barbarian Hut,Elixir Collector,260,0.55
Goblin Hut,Tesla,260,0.3885
Barbarian Hut,Prince,260,0.55
Cannon Cart,Rage,259,0.5174
Cannon Cart,Royal Giant,259,0.5174
Battle Healer,Cannon,259,0.4865
Guard,Royal Ghost,259,0.5019
Bomber,Electro Dragon,259,0.5714
Bandit,Royal Giant,259,0.5174
Golem,Monk,258,0.4264
Princess,Three Musketeers,258,0.5775
Furnace,Giant,258,0.4767
Cannon Cart,Monk,258,0.4264
Lava Hound,Tesla,258,0.5155
Archer Queen,Giant Snowball,258,0.6357
Bomber,Tesla,258,0.5155
Fire Spirit,Ice Wizard,257,0.5019
Ice Wizard,Mother Witch,257,0.4591
Tesla,Three Musketeers,256,0.543
Graveyard,Three Musketeers,256,0.543
Bowler,Royal Ghost,256,0.6211
Barbarian Hut,Heal Spirit,256,0.5664
Graveyard,Royal Giant,256,0.543
Earthquake,Phoenix,256,0.5508
Monk,Royal Hogs,256,0.5508
Battle Healer,Furnace,255,0.3961
Guard,Spear Goblin,255,0.498
Battle Ram,Freeze,255,0.4706
Cannon Cart,Mega Minion,255,0.5373
Archer,Cannon Cart,255,0.5373
P.E.K.K.A,Wall Breakers,255,0.5255
Cannon Cart,Heal Spirit,255,0.4627
Fisherman,Ice Spirit,254,0.5276
Barbarian Hut,Electro Wizard,254,0.5472
Dark Prince,Spear Goblin,254,0.6339
Lightning,Princess,253,0.502
Magic Archer,Sparky,253,0.4545
Bowler,Three Musketeers,253,0.6008
Giant Skeleton,Mega Minion,253,0.5731
Royal Delivery,Tombstone,253,0.4625
Battle Ram,Electro Giant,253,0.415
Battle Ram,Fisherman,253,0.415
Miner,Royal Hogs,252,0.5833
Elixir Collector,Tesla,252,0.4563
Barbarian Hut,Bomber,251,0.4781
Barbarian Hut,Giant,251,0.4781
