Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Tower Troop,Royal Chef,8,7.5,,1,2083,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,9,7.5,,1,2244,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,10,7.5,,1,2467,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,11,7.5,,1,2703,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,12,7.5,,1,2963,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,13,7.5,,1,3248,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,14,7.5,,1,3571,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,15,7.5,,1,3918,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,16,7.5,,1,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,17,7.5,,1,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,18,7.5,,1,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,1,3.5,,1.3,1399,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,2,3.5,,1.3,1538,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,3,3.5,,1.3,1692,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,4,3.5,,1.3,1860,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,5,3.5,,1.3,2042,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,6,3.5,,1.3,2238,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,7,3.5,,1.3,2462,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,8,3.5,,1.3,2700,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,9,3.5,,1.3,2965,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,10,3.5,,1.3,3259,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,11,3.5,,1.3,3581,53,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,12,3.5,,1.3,3931,59,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,13,3.5,,1.3,4322,64,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,14,3.5,,1.3,4742,71,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,15,3.5,,1.3,5204,78,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,16,3.5,,1.3,5721,85,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,17,3.5,,1.3,6295,94,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Hound,18,3.5,,1.3,6925,103,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,1,Melee: Long,,1.7,84,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,2,Melee: Long,,1.7,92,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,3,Melee: Long,,1.7,101,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,4,Melee: Long,,1.7,111,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,5,Melee: Long,,1.7,122,46,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,6,Melee: Long,,1.7,134,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,7,Melee: Long,,1.7,147,56,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,8,Melee: Long,,1.7,162,61,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,9,Melee: Long,,1.7,178,67,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,10,Melee: Long,,1.7,195,74,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,11,Melee: Long,,1.7,215,81,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,12,Melee: Long,,1.7,236,89,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,13,Melee: Long,,1.7,259,98,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,14,Melee: Long,,1.7,284,108,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,15,Melee: Long,,1.7,312,119,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,16,Melee: Long,,1.7,343,130,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,17,Melee: Long,,1.7,378,144,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lava Pups,18,Melee: Long,,1.7,415,158,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,1,4,,2.5,813,113,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,2,4,,2.5,894,124,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,3,4,,2.5,983,136,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,4,4,,2.5,1081,150,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,5,4,,2.5,1186,164,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,6,4,,2.5,1300,180,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,7,4,,2.5,1430,198,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,8,4,,2.5,1569,218,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,9,4,,2.5,1723,239,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,10,4,,2.5,1894,263,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,11,4,,2.5,2081,289,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,12,4,,2.5,2284,317,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,13,4,,2.5,2512,349,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,14,4,,2.5,2756,383,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,15,4,,2.5,3024,420,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,16,4,,2.5,3325,462,184,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,17,4,,2.5,3658,508,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bowler,18,4,,2.5,4024,559,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bandit,1,Melee: Short,,1,354,76,76,,,,,,,,,,,,,,,,152,,,,,,,,,,,
Troop,Bandit,2,Melee: Short,,1,389,83,83,,,,,,,,,,,,,,,,167,,,,,,,,,,,
Troop,Bandit,3,Melee: Short,,1,428,91,91,,,,,,,,,,,,,,,,183,,,,,,,,,,,
Troop,Bandit,4,Melee: Short,,1,470,101,101,,,,,,,,,,,,,,,,202,,,,,,,,,,,
Troop,Bandit,5,Melee: Short,,1,516,110,110,,,,,,,,,,,,,,,,221,,,,,,,,,,,
Troop,Bandit,6,Melee: Short,,1,566,121,121,,,,,,,,,,,,,,,,243,,,,,,,,,,,
Troop,Bandit,7,Melee: Short,,1,623,133,133,,,,,,,,,,,,,,,,267,,,,,,,,,,,
Troop,Bandit,8,Melee: Short,,1,683,146,146,,,,,,,,,,,,,,,,293,,,,,,,,,,,
Troop,Bandit,9,Melee: Short,,1,750,161,161,,,,,,,,,,,,,,,,322,,,,,,,,,,,
Troop,Bandit,10,Melee: Short,,1,824,177,177,,,,,,,,,,,,,,,,354,,,,,,,,,,,
Troop,Bandit,11,Melee: Short,,1,906,194,194,,,,,,,,,,,,,,,,389,,,,,,,,,,,
Troop,Bandit,12,Melee: Short,,1,994,213,213,,,,,,,,,,,,,,,,427,,,,,,,,,,,
Troop,Bandit,13,Melee: Short,,1,1093,234,234,,,,,,,,,,,,,,,,469,,,,,,,,,,,
Troop,Bandit,14,Melee: Short,,1,1200,257,257,,,,,,,,,,,,,,,,515,,,,,,,,,,,
Troop,Bandit,15,Melee: Short,,1,1316,282,282,,,,,,,,,,,,,,,,565,,,,,,,,,,,
Troop,Bandit,16,Melee: Short,,1,1447,310,310,,,,,,,,,,,,,,,,621,,,,,,,,,,,
Troop,Bandit,17,Melee: Short,,1,1593,342,342,,,,,,,,,,,,,,,,684,,,,,,,,,,,
Troop,Bandit,18,Melee: Short,,1,1752,376,376,,,,,,,,,,,,,,,,752,,,,,,,,,,,
Troop,Rascal Boy,1,Melee: Short,,1.5,758,85,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,2,Melee: Short,,1.5,833,93,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,3,Melee: Short,,1.5,917,102,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,4,Melee: Short,,1.5,1008,113,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,5,Melee: Short,,1.5,1106,124,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,6,Melee: Short,,1.5,1212,136,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,7,Melee: Short,,1.5,1334,149,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,8,Melee: Short,,1.5,1462,164,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,9,Melee: Short,,1.5,1606,180,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,10,Melee: Short,,1.5,1766,198,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,11,Melee: Short,,1.5,1940,217,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,12,Melee: Short,,1.5,2129,238,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,13,Melee: Short,,1.5,2342,262,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,14,Melee: Short,,1.5,2569,288,192,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,15,Melee: Short,,1.5,2819,316,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,16,Melee: Short,,1.5,3100,347,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,17,Melee: Short,,1.5,3411,382,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Boy,18,Melee: Short,,1.5,3752,420,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,1,5,,1,102,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,2,5,,1,112,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,3,5,,1,123,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,4,5,,1,135,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,5,5,,1,148,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,6,5,,1,163,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,7,5,,1,179,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,8,5,,1,196,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,9,5,,1,216,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,10,5,,1,237,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,11,5,,1,261,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,12,5,,1,286,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,13,5,,1,315,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,14,5,,1,345,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,15,5,,1,379,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,16,5,,1,417,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,17,5,,1,459,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rascal Girl,18,5,,1,504,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,1,7,,1.1,207,56,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,2,7,,1.1,227,61,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,3,7,,1.1,250,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,4,7,,1.1,275,74,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,5,7,,1.1,302,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,6,7,,1.1,331,89,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,7,7,,1.1,364,98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,8,7,,1.1,399,108,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,9,7,,1.1,438,118,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,10,7,,1.1,482,130,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,11,7,,1.1,529,143,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,12,7,,1.1,581,157,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,13,7,,1.1,639,173,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,14,7,,1.1,701,189,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,15,7,,1.1,770,208,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,16,7,,1.1,846,229,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,17,7,,1.1,931,252,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Magic Archer,18,7,,1.1,1024,277,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Giant,1,Melee: Medium,,1.8,1506,64,35,,,,,,,,,,,,,,,,,75,38,,,,,,,,,
Troop,Electro Giant,2,Melee: Medium,,1.8,1656,70,38,,,,,,,,,,,,,,,,,82,41,,,,,,,,,
Troop,Electro Giant,3,Melee: Medium,,1.8,1822,77,42,,,,,,,,,,,,,,,,,90,45,,,,,,,,,
Troop,Electro Giant,4,Melee: Medium,,1.8,2002,85,47,,,,,,,,,,,,,,,,,99,50,,,,,,,,,
Troop,Electro Giant,5,Melee: Medium,,1.8,2198,93,51,,,,,,,,,,,,,,,,,109,55,,,,,,,,,
Troop,Electro Giant,6,Melee: Medium,,1.8,2409,102,56,,,,,,,,,,,,,,,,,120,60,,,,,,,,,
Troop,Electro Giant,7,Melee: Medium,,1.8,2650,112,62,,,,,,,,,,,,,,,,,132,66,,,,,,,,,
Troop,Electro Giant,8,Melee: Medium,,1.8,2906,123,68,,,,,,,,,,,,,,,,,144,73,,,,,,,,,
Troop,Electro Giant,9,Melee: Medium,,1.8,3192,135,75,,,,,,,,,,,,,,,,,159,80,,,,,,,,,
Troop,Electro Giant,10,Melee: Medium,,1.8,3508,149,82,,,,,,,,,,,,,,,,,174,88,,,,,,,,,
Troop,Electro Giant,11,Melee: Medium,,1.8,3855,163,90,,,,,,,,,,,,,,,,,192,97,,,,,,,,,
Troop,Electro Giant,12,Melee: Medium,,1.8,4231,179,99,,,,,,,,,,,,,,,,,210,106,,,,,,,,,
Troop,Electro Giant,13,Melee: Medium,,1.8,4653,197,109,,,,,,,,,,,,,,,,,231,117,,,,,,,,,
Troop,Electro Giant,14,Melee: Medium,,1.8,5105,216,120,,,,,,,,,,,,,,,,,254,128,,,,,,,,,
Troop,Electro Giant,15,Melee: Medium,,1.8,5602,238,132,,,,,,,,,,,,,,,,,279,141,,,,,,,,,
Troop,Electro Giant,16,Melee: Medium,,1.8,6159,261,145,,,,,,,,,,,,,,,,,306,155,,,,,,,,,
Troop,Electro Giant,17,Melee: Medium,,1.8,6777,288,160,,,,,,,,,,,,,,,,,337,171,,,,,,,,,
Troop,Electro Giant,18,Melee: Medium,,1.8,7454,316,175,,,,,,,,,,,,,,,,,371,188,,,,,,,,,
Troop,Suspicious Bush,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,2,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,3,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,4,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,5,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,6,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,7,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,8,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,9,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,10,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,11,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,12,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,13,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,14,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,15,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,16,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,17,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Suspicious Bush,18,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,1,Melee: Short,,1.4,119,100,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,2,Melee: Short,,1.4,130,110,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,3,Melee: Short,,1.4,143,121,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,4,Melee: Short,,1.4,158,133,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,5,Melee: Short,,1.4,173,146,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,6,Melee: Short,,1.4,190,160,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,7,Melee: Short,,1.4,209,176,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,8,Melee: Short,,1.4,229,193,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,9,Melee: Short,,1.4,252,212,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,10,Melee: Short,,1.4,277,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,11,Melee: Short,,1.4,304,256,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,12,Melee: Short,,1.4,334,281,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,13,Melee: Short,,1.4,367,309,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,14,Melee: Short,,1.4,403,339,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,15,Melee: Short,,1.4,442,372,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,16,Melee: Short,,1.4,486,409,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,17,Melee: Short,,1.4,535,450,321,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bush Goblin,18,Melee: Short,,1.4,589,495,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,1,2.5,,,90,43,,,,,,,,,157,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,2,2.5,,,99,47,,,,,,,,,172,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,3,2.5,,,108,52,,,,,,,,,189,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,4,2.5,,,119,57,,,,,,,,,208,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,5,2.5,,,131,62,,,,,,,,,229,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,6,2.5,,,144,68,,,,,,,,,251,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,7,2.5,,,158,75,,,,,,,,,276,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,8,2.5,,,173,82,,,,,,,,,303,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,9,2.5,,,190,91,,,,,,,,,332,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,10,2.5,,,209,100,,,,,,,,,365,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,11,2.5,,,230,110,,,,,,,,,401,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,12,2.5,,,252,120,,,,,,,,,441,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,13,2.5,,,278,132,,,,,,,,,485,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,14,2.5,,,305,145,,,,,,,,,532,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,15,2.5,,,334,159,,,,,,,,,584,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,16,2.5,,,368,175,,,,,,,,,642,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,17,2.5,,,405,193,,,,,,,,,706,,,,,,,,,,,,,,,,,,,
Spell,Heal Spirit,18,2.5,,,445,212,,,,,,,,,777,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,1,Melee: Short,,0.8,501,100,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,2,Melee: Short,,0.8,551,110,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,3,Melee: Short,,0.8,606,121,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,4,Melee: Short,,0.8,666,133,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,5,Melee: Short,,0.8,731,146,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,6,Melee: Short,,0.8,801,160,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,7,Melee: Short,,0.8,881,176,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,8,Melee: Short,,0.8,966,193,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,9,Melee: Short,,0.8,1062,212,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,10,Melee: Short,,0.8,1167,233,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,11,Melee: Short,,0.8,1282,256,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,12,Melee: Short,,0.8,1407,281,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,13,Melee: Short,,0.8,1548,309,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,14,Melee: Short,,0.8,1698,339,423,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,15,Melee: Short,,0.8,1863,372,465,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,16,Melee: Short,,0.8,2049,409,511,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,17,Melee: Short,,0.8,2254,450,562,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Lumberjack,18,Melee: Short,,0.8,2479,495,618,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Executioner,1,4.5,,2.4,500,70,77,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,2,4.5,,2.4,550,77,85,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,3,4.5,,2.4,605,84,93,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,4,4.5,,2.4,665,93,103,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,5,4.5,,2.4,730,102,113,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,6,4.5,,2.4,800,112,124,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,7,4.5,,2.4,880,123,136,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,8,4.5,,2.4,965,135,150,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,9,4.5,,2.4,1060,148,164,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,10,4.5,,2.4,1165,163,181,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,11,4.5,,2.4,1280,179,198,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,12,4.5,,2.4,1405,196,217,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,13,4.5,,2.4,1545,216,240,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,14,4.5,,2.4,1695,237,263,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,15,4.5,,2.4,1860,260,288,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,16,4.5,,2.4,2045,286,317,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,17,4.5,,2.4,2250,315,350,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Executioner,18,4.5,,2.4,2475,346,384,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Troop,Night Witch,1,Melee: Long,,1.3,354,123,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
